VERTEX 0 0 0
VERTEX 1 -17 33
VERTEX 2 -35 63
VERTEX 3 -55 53
VERTEX 4 -74 38
VERTEX 5 -30 -43
VERTEX 6 -22 -59
VERTEX 7 -64 -82
VERTEX 8 -144 42
VERTEX 9 -154 67
VERTEX 10 -170 89
VERTEX 11 -191 132
VERTEX 12 -135 168
VERTEX 13 -162 216
VERTEX 14 -174 214
VERTEX 15 -190 247
VERTEX 16 -236 214
VERTEX 17 -216 175
VERTEX 18 -325 115
VERTEX 19 -353 122
VERTEX 20 -350 143
VERTEX 21 -369 177
VERTEX 22 -365 193
VERTEX 23 -382 211
VERTEX 24 -385 200
VERTEX 25 -400 192
VERTEX 26 -408 188
VERTEX 27 -367 113
VERTEX 28 -353 122
VERTEX 29 -325 114
VERTEX 30 -215 174
VERTEX 31 -171 88
VERTEX 32 -161 63
VERTEX 33 -146 42
VERTEX 34 -59 -99
VERTEX 35 -114 -131
VERTEX 36 -115 -133
VERTEX 37 -128 -139
VERTEX 38 -137 -145
VERTEX 39 -179 -136
VERTEX 40 -182 -137
VERTEX 41 -179 -140
VERTEX 42 -140 -146
VERTEX 43 -130 -142
VERTEX 44 -130 -138
VERTEX 45 -116 -131
VERTEX 46 0 0
VERTEX 47 -48 -93
VERTEX 48 -45 -77
VERTEX 49 -33 -97
VERTEX 50 -22 -92
VERTEX 51 -30 -79
VERTEX 52 -32 -75
VERTEX 53 9 -21
VERTEX 54 0 -3
VERTEX 55 20 -16
VERTEX 56 -24 -71
VERTEX 57 0 0
VERTEX 58 42 -56
VERTEX 59 -41 72
VERTEX 60 -45 -119
VERTEX 61 -51 -121
VERTEX 62 -35 -153
VERTEX 63 -31 -159
VERTEX 64 -32 -153
VERTEX 65 -61 -102
VERTEX 66 -61 -102
VERTEX 67 -202 238
VERTEX 68 -228 289
VERTEX 69 -357 96
VERTEX 70 -425 60
VERTEX 71 -421 212
VERTEX 72 -170 267
EDGE 0 1 2.04649
EDGE 1 2 2.11122
EDGE 2 3 -2.67795
EDGE 3 4 -2.4733
EDGE 4 5 -1.07318
EDGE 5 6 -1.10715
EDGE 6 7 -2.64058
EDGE 7 8 2.14376
EDGE 8 9 1.9513
EDGE 9 10 2.19959
EDGE 10 11 2.0251
EDGE 11 12 0.571337
EDGE 12 13 2.08319
EDGE 13 14 -2.97644
EDGE 14 15 2.02225
EDGE 16 17 -1.09694
EDGE 17 18 -2.6384
EDGE 18 19 2.89661
EDGE 19 20 1.4289
EDGE 20 21 2.08039
EDGE 21 22 1.32582
EDGE 22 23 2.32763
EDGE 23 24 -1.83705
EDGE 24 25 -2.65164
EDGE 25 26 -2.67795
EDGE 26 27 -1.07052
EDGE 27 28 0.571337
EDGE 28 29 -0.2783
EDGE 29 30 0.499347
EDGE 30 31 -1.09789
EDGE 31 32 -1.19029
EDGE 32 33 -0.950547
EDGE 33 34 -1.01796
EDGE 34 35 -2.61465
EDGE 35 36 -2.03444
EDGE 36 37 -2.70918
EDGE 37 38 -2.55359
EDGE 38 39 2.9305
EDGE 39 40 -2.81984
EDGE 40 41 -0.785398
EDGE 41 42 -0.152649
EDGE 42 43 0.380506
EDGE 43 44 1.5708
EDGE 44 45 0.463648
EDGE 45 34 0.511556
EDGE 34 47 0.499347
EDGE 47 48 1.38545
EDGE 48 49 -1.03038
EDGE 49 50 0.426627
EDGE 50 51 2.12245
EDGE 51 52 2.03444
EDGE 54 0 1.5708
EDGE 53 54 2.03444
EDGE 53 55 0.426627
EDGE 50 58 0.512389
EDGE 2 59 2.1588
EDGE 6 56 -1.73595
EDGE 34 66 -2.1588
EDGE 66 61 -1.08632
EDGE 61 62 -1.10715
EDGE 62 63 -0.982794
EDGE 63 64 1.73595
EDGE 64 61 2.10661
EDGE 61 60 0.321751
EDGE 34 60 -0.96007
EDGE 15 72 0.785398
EDGE 15 67 -2.49809
EDGE 67 16 -2.52693
EDGE 67 68 2.04226
EDGE 26 71 2.06722
EDGE 27 69 -1.03907
EDGE 69 70 -2.65469
EDGE 69 29 0.512389
EDGE 18 69 -2.60578
EDGE 52 56 0.463648
EDGE 35 66 0.500668
EDGE 5 53 0.513606
