36.080104, 140.115649
36.080405, 140.115453
36.080678, 140.115252
36.080585, 140.115037
36.080453, 140.114817
36.079714, 140.115313
36.079573, 140.115402
36.079367, 140.114933
36.080484, 140.114045
36.080706, 140.113929
36.080906, 140.113757
36.081292, 140.113519
36.081618, 140.114141
36.082047, 140.113842
36.082030, 140.113714
36.082331, 140.113529
36.082028, 140.113025
36.081681, 140.113242
36.081146, 140.112028
36.081207, 140.111721
36.081390, 140.111755
36.081700, 140.111543
36.081844, 140.111585
36.082002, 140.111400
36.081907, 140.111364
36.081835, 140.111199
36.081798, 140.111110
36.081123, 140.111568
36.081200, 140.111717
36.081137, 140.112030
36.081668, 140.113250
36.080902, 140.113747
36.080678, 140.113857
36.080483, 140.114023
36.079209, 140.114986
36.078922, 140.114381
36.078905, 140.114363
36.078853, 140.114225
36.078799, 140.114117
36.078882, 140.113659
36.078869, 140.113621
36.078844, 140.113649
36.078792, 140.114084
36.078827, 140.114203
36.078858, 140.114204
36.078924, 140.114352
36.079202, 140.114988
36.079261, 140.115111
36.079412, 140.115142
36.079228, 140.115281
36.079275, 140.115396
36.079392, 140.115314
36.079429, 140.115288
36.079910, 140.115754
36.080069, 140.115643
36.079959, 140.115873
36.079463, 140.115374
36.079463, 140.115374
36.079600, 140.116125
36.080757, 140.115184
36.079032, 140.115143
36.079009, 140.115076
36.078721, 140.115253
36.078671, 140.115299
36.078724, 140.115290
36.079186, 140.114963
36.079186, 140.114963
36.082245, 140.113403
36.082707, 140.113110
36.080968, 140.111673
36.080646, 140.110921
36.082010, 140.110964
36.082509, 140.113757
